Ram,Price_euros,Intel,Intel_baja,Intel_media,Intel_alta,AMD,Gaming,Ultrabook,Notebook,Nvidia,Nvidia_Geforce,Nvidia_graphics,Intel_graphics,Screen_HD,SSD,HDD,HDD+SSD,ppi
4,833.01,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,157.3505121487356
4,469.0,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
4,875.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,111.93520355955211
4,403.5,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
8,919.0,true,false,false,false,false,false,true,false,false,false,false,true,true,true,false,false,157.3505121487356
16,1749.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,157.3505121487356
8,1345.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
8,389.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,111.93520355955211
8,1300.0,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,226.41554716935852
12,713.07,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
4,398.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
6,549.99,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false,141.21199808219862
4,399.0,false,false,false,false,true,false,false,true,false,false,false,false,true,true,false,false,141.21199808219862
12,609.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,999.9,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,false,165.6321180513006
4,940.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,141.21199808219862
8,740.0,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,111.93520355955211
4,309.0,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
4,299.0,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
4,990.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,111.93520355955211
16,1845.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,282.42399616439724
8,1199.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
16,3299.0,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,282.42399616439724
6,764.0,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
4,389.0,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,135.0942111925629
4,1195.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,165.6321180513006
8,449.0,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
8,1775.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,157.3505121487356
8,805.99,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
